class edu.neu.info6205.model.Virus
name,Covid-19
R,0.0
superSpreaderRate,0.01
infectiousRadius,200.0
infectiousRate,0.4
recoveryRate,0.99
incidenceRate,0.8
latentPeriod,14.0
infectiousPeriod,20.0
class edu.neu.info6205.model.Residence
name,Boston
virus,edu.neu.info6205.model.Virus@29453f44
population,617594
density,5381.0
radius,10713.220361013016
residents,[Ledu.neu.info6205.model.Person;@5cad8086
susceptible,617584
exposed,0
infected,10
removed,0
dead,0
drawRadius,400.0
drawX,410.0
drawY,410.0
scale,0.03733704586677399
random,java.util.Random@61bbe9ba
class edu.neu.info6205.model.Measure
name,Boston-Measure
enable,false
barrierRate,0.5
maskUseRate,0.5
maskEffectiveness,0.8
contactTracking,0.3
vaccine,0
vaccineEffectiveness,0.8
virusTesting,0
quarantineRate,0.5
Days           ,Susceptible    ,Exposed        ,Infected       ,Recovered      ,Dead           ,R         ,K         
50             ,616697         ,556            ,273            ,68             ,0              ,2.0366    ,0.2811    
51             ,616621         ,615            ,286            ,72             ,0              ,2.1503    ,0.2730    
52             ,616559         ,663            ,300            ,72             ,0              ,2.2100    ,0.2741    
53             ,616481         ,716            ,319            ,78             ,0              ,2.2445    ,0.2705    
54             ,616410         ,757            ,341            ,86             ,0              ,2.2199    ,0.2696    
55             ,616337         ,806            ,357            ,94             ,0              ,2.2577    ,0.2743    
56             ,616256         ,864            ,368            ,105            ,1              ,2.3478    ,0.2744    
57             ,616169         ,914            ,394            ,116            ,1              ,2.3198    ,0.2714    
58             ,616072         ,973            ,423            ,125            ,1              ,2.3002    ,0.2665    
59             ,615976         ,1025           ,450            ,142            ,1              ,2.2778    ,0.2692    
60             ,615868         ,1087           ,480            ,158            ,1              ,2.2646    ,0.2674    
61             ,615751         ,1152           ,516            ,174            ,1              ,2.2326    ,0.2698    
62             ,615644         ,1186           ,570            ,192            ,2              ,2.0807    ,0.2699    
63             ,615512         ,1258           ,613            ,209            ,2              ,2.0522    ,0.2753    
64             ,615373         ,1324           ,669            ,226            ,2              ,1.9791    ,0.2790    
65             ,615224         ,1397           ,727            ,243            ,3              ,1.9216    ,0.2830    
66             ,615052         ,1507           ,769            ,263            ,3              ,1.9597    ,0.2873    
67             ,614850         ,1631           ,834            ,276            ,3              ,1.9556    ,0.2917    
68             ,614690         ,1720           ,885            ,296            ,3              ,1.9435    ,0.2910    
69             ,614472         ,1865           ,937            ,317            ,3              ,1.9904    ,0.2944    
70             ,614243         ,2013           ,997            ,338            ,3              ,2.0191    ,0.2934    
71             ,614035         ,2134           ,1067           ,355            ,3              ,2.0000    ,0.2927    
72             ,613777         ,2295           ,1150           ,367            ,5              ,1.9957    ,0.2900    
73             ,613490         ,2486           ,1221           ,392            ,5              ,2.0360    ,0.2857    
74             ,613182         ,2686           ,1299           ,422            ,5              ,2.0677    ,0.2858    
75             ,612912         ,2839           ,1392           ,446            ,5              ,2.0395    ,0.2841    
76             ,612609         ,3035           ,1476           ,469            ,5              ,2.0562    ,0.2842    
77             ,612281         ,3231           ,1571           ,506            ,5              ,2.0567    ,0.2838    
78             ,611963         ,3410           ,1672           ,544            ,5              ,2.0395    ,0.2839    
79             ,611571         ,3653           ,1777           ,588            ,5              ,2.0557    ,0.2847    
80             ,611196         ,3856           ,1903           ,634            ,5              ,2.0263    ,0.2851    
81             ,610789         ,4061           ,2053           ,683            ,8              ,1.9781    ,0.2880    
82             ,610336         ,4354           ,2140           ,756            ,8              ,2.0346    ,0.2915    
83             ,609882         ,4590           ,2298           ,816            ,8              ,1.9974    ,0.2915    
84             ,609358         ,4885           ,2454           ,889            ,8              ,1.9906    ,0.2927    
85             ,608833         ,5202           ,2586           ,963            ,10             ,2.0116    ,0.2956    
86             ,608289         ,5488           ,2782           ,1025           ,10             ,1.9727    ,0.2958    
87             ,607674         ,5816           ,2991           ,1103           ,10             ,1.9445    ,0.2992    
88             ,607039         ,6143           ,3228           ,1173           ,11             ,1.9030    ,0.2992    
