class edu.neu.info6205.model.Virus
name,SARS
R,0.0
superSpreaderRate,0.01
infectiousRadius,100.0
infectiousRate,0.4
recoveryRate,0.99
incidenceRate,0.8
latentPeriod,14.0
infectiousPeriod,20.0
class edu.neu.info6205.model.Residence
name,Boston
virus,edu.neu.info6205.model.Virus@29453f44
population,617594
density,5381.0
radius,10713.220361013016
residents,[Ledu.neu.info6205.model.Person;@5cad8086
susceptible,617584
exposed,0
infected,10
removed,0
dead,0
drawRadius,400.0
drawX,410.0
drawY,410.0
scale,0.03733704586677399
random,java.util.Random@61bbe9ba
class edu.neu.info6205.model.Measure
name,Boston-Measure
enable,true
barrierRate,0.5
maskUseRate,0.5
maskEffectiveness,0.8
contactTracking,0.3
vaccine,0
vaccineEffectiveness,0.8
virusTesting,0
quarantineRate,0.5
Days           ,Susceptible    ,Exposed        ,Infected       ,Recovered      ,Dead           ,R         ,K         
572            ,118649         ,7              ,21             ,493917         ,5000           ,0.3333    ,0.7857    
573            ,118649         ,6              ,22             ,493917         ,5000           ,0.2727    ,0.7857    
574            ,118649         ,5              ,22             ,493918         ,5000           ,0.2273    ,0.7778    
575            ,118649         ,5              ,21             ,493919         ,5000           ,0.2381    ,0.7692    
576            ,118649         ,3              ,21             ,493921         ,5000           ,0.1429    ,0.7917    
577            ,118649         ,3              ,19             ,493923         ,5000           ,0.1579    ,0.7727    
578            ,118649         ,3              ,16             ,493926         ,5000           ,0.1875    ,0.7895    
579            ,118649         ,2              ,15             ,493928         ,5000           ,0.1333    ,0.7647    
580            ,118649         ,2              ,15             ,493928         ,5000           ,0.1333    ,0.7647    
581            ,118649         ,1              ,15             ,493928         ,5001           ,0.0667    ,0.7500    
582            ,118649         ,1              ,12             ,493931         ,5001           ,0.0833    ,0.7692    
583            ,118649         ,1              ,11             ,493932         ,5001           ,0.0909    ,0.7500    
584            ,118647         ,3              ,11             ,493932         ,5001           ,0.2727    ,0.7857    
585            ,118646         ,4              ,11             ,493932         ,5001           ,0.3636    ,0.8000    
586            ,118646         ,3              ,11             ,493933         ,5001           ,0.2727    ,0.7857    
587            ,118645         ,4              ,9              ,493935         ,5001           ,0.4444    ,0.7692    
588            ,118645         ,4              ,9              ,493935         ,5001           ,0.4444    ,0.7692    
589            ,118645         ,4              ,8              ,493936         ,5001           ,0.5000    ,0.7500    
590            ,118645         ,4              ,8              ,493936         ,5001           ,0.5000    ,0.7500    
591            ,118644         ,5              ,8              ,493936         ,5001           ,0.6250    ,0.7692    
592            ,118643         ,6              ,7              ,493937         ,5001           ,0.8571    ,0.7692    
593            ,118643         ,6              ,6              ,493938         ,5001           ,1.0000    ,0.7500    
594            ,118643         ,6              ,5              ,493939         ,5001           ,1.2000    ,0.7273    
595            ,118643         ,6              ,5              ,493939         ,5001           ,1.2000    ,0.7273    
596            ,118643         ,6              ,3              ,493940         ,5002           ,2.0000    ,0.7778    
597            ,118643         ,6              ,3              ,493940         ,5002           ,2.0000    ,0.7778    
598            ,118643         ,4              ,5              ,493940         ,5002           ,0.8000    ,0.7778    
599            ,118643         ,3              ,5              ,493941         ,5002           ,0.6000    ,0.7500    
600            ,118643         ,3              ,5              ,493941         ,5002           ,0.6000    ,0.7500    
601            ,118643         ,2              ,5              ,493942         ,5002           ,0.4000    ,0.7143    
602            ,118643         ,2              ,5              ,493942         ,5002           ,0.4000    ,0.7143    
603            ,118643         ,2              ,5              ,493942         ,5002           ,0.4000    ,0.7143    
604            ,118643         ,2              ,5              ,493942         ,5002           ,0.4000    ,0.7143    
605            ,118642         ,2              ,6              ,493942         ,5002           ,0.3333    ,0.7500    
606            ,118642         ,1              ,6              ,493943         ,5002           ,0.1667    ,0.7143    
607            ,118640         ,3              ,6              ,493943         ,5002           ,0.5000    ,0.7778    
608            ,118640         ,3              ,6              ,493943         ,5002           ,0.5000    ,0.7778    
609            ,118640         ,3              ,6              ,493943         ,5002           ,0.5000    ,0.7778    
610            ,118640         ,3              ,6              ,493943         ,5002           ,0.5000    ,0.7778    
611            ,118640         ,3              ,6              ,493943         ,5002           ,0.5000    ,0.7778    
612            ,118640         ,3              ,6              ,493943         ,5002           ,0.5000    ,0.7778    
613            ,118640         ,3              ,6              ,493943         ,5002           ,0.5000    ,0.7778    
614            ,118640         ,3              ,6              ,493943         ,5002           ,0.5000    ,0.7778    
615            ,118640         ,3              ,6              ,493943         ,5002           ,0.5000    ,0.7778    
616            ,118640         ,3              ,6              ,493943         ,5002           ,0.5000    ,0.7778    
617            ,118640         ,3              ,6              ,493943         ,5002           ,0.5000    ,0.7778    
618            ,118639         ,4              ,4              ,493945         ,5002           ,1.0000    ,0.7500    
619            ,118639         ,3              ,4              ,493946         ,5002           ,0.7500    ,0.7143    
620            ,118639         ,3              ,4              ,493946         ,5002           ,0.7500    ,0.7143    
621            ,118639         ,1              ,5              ,493947         ,5002           ,0.2000    ,0.6667    
622            ,118639         ,1              ,5              ,493947         ,5002           ,0.2000    ,0.6667    
623            ,118639         ,1              ,5              ,493947         ,5002           ,0.2000    ,0.6667    
624            ,118639         ,1              ,5              ,493947         ,5002           ,0.2000    ,0.6667    
625            ,118639         ,1              ,4              ,493948         ,5002           ,0.2500    ,0.8000    
626            ,118639         ,1              ,3              ,493949         ,5002           ,0.3333    ,0.7500    
627            ,118639         ,1              ,3              ,493949         ,5002           ,0.3333    ,0.7500    
628            ,118639         ,1              ,3              ,493949         ,5002           ,0.3333    ,0.7500    
629            ,118639         ,1              ,3              ,493949         ,5002           ,0.3333    ,0.7500    
630            ,118639         ,1              ,3              ,493949         ,5002           ,0.3333    ,0.7500    
631            ,118639         ,1              ,3              ,493949         ,5002           ,0.3333    ,0.7500    
632            ,118639         ,0              ,4              ,493949         ,5002           ,0.0000    ,0.7500    
633            ,118639         ,0              ,4              ,493949         ,5002           ,0.0000    ,0.7500    
634            ,118638         ,1              ,4              ,493949         ,5002           ,0.2500    ,0.8000    
635            ,118638         ,1              ,4              ,493949         ,5002           ,0.2500    ,0.8000    
636            ,118638         ,1              ,4              ,493949         ,5002           ,0.2500    ,0.8000    
637            ,118638         ,1              ,4              ,493949         ,5002           ,0.2500    ,0.8000    
638            ,118638         ,1              ,4              ,493949         ,5002           ,0.2500    ,0.8000    
639            ,118637         ,2              ,3              ,493950         ,5002           ,0.6667    ,0.8000    
640            ,118637         ,2              ,3              ,493950         ,5002           ,0.6667    ,0.8000    
641            ,118637         ,2              ,1              ,493952         ,5002           ,2.0000    ,0.6667    
642            ,118637         ,2              ,1              ,493952         ,5002           ,2.0000    ,0.6667    
643            ,118637         ,2              ,1              ,493952         ,5002           ,2.0000    ,0.6667    
644            ,118637         ,2              ,1              ,493952         ,5002           ,2.0000    ,0.6667    
645            ,118637         ,2              ,1              ,493952         ,5002           ,2.0000    ,0.6667    
646            ,118637         ,2              ,1              ,493952         ,5002           ,2.0000    ,0.6667    
647            ,118637         ,2              ,1              ,493952         ,5002           ,2.0000    ,0.6667    
648            ,118637         ,1              ,2              ,493952         ,5002           ,0.5000    ,0.6667    
649            ,118637         ,1              ,2              ,493952         ,5002           ,0.5000    ,0.6667    
650            ,118637         ,1              ,2              ,493952         ,5002           ,0.5000    ,0.6667    
651            ,118637         ,1              ,2              ,493952         ,5002           ,0.5000    ,0.6667    
652            ,118637         ,1              ,1              ,493953         ,5002           ,1.0000    ,0.5000    
653            ,118637         ,0              ,2              ,493953         ,5002           ,0.0000    ,0.5000    
654            ,118637         ,0              ,2              ,493953         ,5002           ,0.0000    ,0.5000    
655            ,118637         ,0              ,2              ,493953         ,5002           ,0.0000    ,0.5000    
656            ,118637         ,0              ,2              ,493953         ,5002           ,0.0000    ,0.5000    
657            ,118637         ,0              ,2              ,493953         ,5002           ,0.0000    ,0.5000    
658            ,118637         ,0              ,2              ,493953         ,5002           ,0.0000    ,0.5000    
659            ,118637         ,0              ,2              ,493953         ,5002           ,0.0000    ,0.5000    
660            ,118637         ,0              ,2              ,493953         ,5002           ,0.0000    ,0.5000    
661            ,118637         ,0              ,2              ,493953         ,5002           ,0.0000    ,0.5000    
662            ,118637         ,0              ,2              ,493953         ,5002           ,0.0000    ,0.5000    
663            ,118637         ,0              ,2              ,493953         ,5002           ,0.0000    ,0.5000    
664            ,118637         ,0              ,2              ,493953         ,5002           ,0.0000    ,0.5000    
665            ,118637         ,0              ,2              ,493953         ,5002           ,0.0000    ,0.5000    
666            ,118637         ,0              ,2              ,493953         ,5002           ,0.0000    ,0.5000    
667            ,118637         ,0              ,2              ,493953         ,5002           ,0.0000    ,0.5000    
668            ,118637         ,0              ,1              ,493954         ,5002           ,0.0000    ,0.0000    
669            ,118637         ,0              ,1              ,493954         ,5002           ,0.0000    ,0.0000    
670            ,118637         ,0              ,1              ,493954         ,5002           ,0.0000    ,0.0000    
671            ,118637         ,0              ,1              ,493954         ,5002           ,0.0000    ,0.0000    
672            ,118637         ,0              ,1              ,493954         ,5002           ,0.0000    ,0.0000    
673            ,118637         ,0              ,0              ,493955         ,5002           ,0.0000    ,0.0000    
