class edu.neu.info6205.model.Virus
name,Covid-19
R,0.0
superSpreaderRate,0.01
infectiousRadius,200.0
infectiousRate,0.4
recoveryRate,0.99
incidenceRate,0.8
latentPeriod,14.0
infectiousPeriod,20.0
class edu.neu.info6205.model.Residence
name,Boston
virus,edu.neu.info6205.model.Virus@29453f44
population,617594
density,5381.0
radius,10713.220361013016
residents,[Ledu.neu.info6205.model.Person;@5cad8086
susceptible,617584
exposed,0
infected,10
removed,0
dead,0
drawRadius,400.0
drawX,410.0
drawY,410.0
scale,0.03733704586677399
random,java.util.Random@61bbe9ba
class edu.neu.info6205.model.Measure
name,Boston-Measure
enable,true
barrierRate,0.5
maskUseRate,0.0
maskEffectiveness,0.8
contactTracking,0.3
vaccine,0
vaccineEffectiveness,0.8
virusTesting,0
quarantineRate,0.5
Days           ,Susceptible    ,Exposed        ,Infected       ,Recovered      ,Dead           ,R         ,K         
67             ,607175         ,7269           ,2638           ,505            ,7              ,2.7555    ,0.2189    
68             ,606242         ,7920           ,2864           ,561            ,7              ,2.7654    ,0.2204    
69             ,605164         ,8704           ,3096           ,623            ,7              ,2.8114    ,0.2195    
70             ,604009         ,9520           ,3379           ,679            ,7              ,2.8174    ,0.2191    
71             ,602793         ,10382          ,3683           ,727            ,9              ,2.8189    ,0.2189    
72             ,601514         ,11234          ,4043           ,793            ,10             ,2.7786    ,0.2184    
73             ,600160         ,12160          ,4396           ,867            ,11             ,2.7662    ,0.2191    
74             ,598609         ,13246          ,4776           ,952            ,11             ,2.7735    ,0.2194    
75             ,596894         ,14495          ,5152           ,1042           ,11             ,2.8135    ,0.2191    
76             ,595083         ,15746          ,5601           ,1153           ,11             ,2.8113    ,0.2185    
77             ,593138         ,17114          ,6071           ,1260           ,11             ,2.8190    ,0.2203    
78             ,590986         ,18568          ,6663           ,1365           ,12             ,2.7867    ,0.2199    
79             ,588671         ,20152          ,7273           ,1485           ,13             ,2.7708    ,0.2196    
80             ,586216         ,21856          ,7903           ,1606           ,13             ,2.7655    ,0.2196    
81             ,583508         ,23667          ,8626           ,1779           ,14             ,2.7437    ,0.2201    
82             ,580543         ,25699          ,9379           ,1956           ,17             ,2.7401    ,0.2212    
83             ,577267         ,27897          ,10239          ,2169           ,22             ,2.7246    ,0.2216    
84             ,573824         ,30185          ,11181          ,2381           ,23             ,2.6997    ,0.2230    
85             ,570069         ,32724          ,12172          ,2603           ,26             ,2.6885    ,0.2247    
86             ,565996         ,35518          ,13200          ,2853           ,27             ,2.6908    ,0.2256    
87             ,561619         ,38541          ,14284          ,3122           ,28             ,2.6982    ,0.2255    
88             ,556986         ,41623          ,15553          ,3403           ,29             ,2.6762    ,0.2248    
89             ,551777         ,45117          ,16974          ,3694           ,32             ,2.6580    ,0.2261    
90             ,546321         ,48762          ,18446          ,4028           ,37             ,2.6435    ,0.2270    
91             ,540601         ,52537          ,20037          ,4378           ,41             ,2.6220    ,0.2273    
92             ,534344         ,56642          ,21762          ,4800           ,46             ,2.6028    ,0.2277    
93             ,527657         ,61014          ,23649          ,5224           ,50             ,2.5800    ,0.2291    
94             ,520653         ,65563          ,25639          ,5685           ,54             ,2.5572    ,0.2303    
95             ,512942         ,70566          ,27881          ,6146           ,59             ,2.5310    ,0.2310    
96             ,504875         ,75668          ,30286          ,6705           ,60             ,2.4984    ,0.2325    
97             ,496189         ,81078          ,32985          ,7277           ,65             ,2.4580    ,0.2336    
98             ,486832         ,86992          ,35730          ,7964           ,76             ,2.4347    ,0.2363    
99             ,476950         ,93119          ,38754          ,8690           ,81             ,2.4028    ,0.2374    
100            ,466602         ,99394          ,42076          ,9429           ,93             ,2.3622    ,0.2388    
101            ,455759         ,105860         ,45556          ,10315          ,104            ,2.3237    ,0.2408    
102            ,444345         ,112641         ,49256          ,11243          ,109            ,2.2868    ,0.2431    
103            ,432302         ,119475         ,53387          ,12306          ,124            ,2.2379    ,0.2455    
104            ,419702         ,126619         ,57688          ,13454          ,131            ,2.1949    ,0.2476    
105            ,406502         ,134099         ,62192          ,14655          ,146            ,2.1562    ,0.2503    
106            ,392859         ,141485         ,67170          ,15916          ,164            ,2.1064    ,0.2531    
107            ,378655         ,149002         ,72503          ,17255          ,179            ,2.0551    ,0.2554    
108            ,363709         ,156944         ,77956          ,18785          ,200            ,2.0132    ,0.2581    
109            ,348536         ,164406         ,83952          ,20488          ,212            ,1.9583    ,0.2613    
110            ,333222         ,171653         ,90208          ,22285          ,226            ,1.9029    ,0.2646    
111            ,317668         ,178521         ,96949          ,24212          ,244            ,1.8414    ,0.2682    
112            ,301812         ,185020         ,104154         ,26338          ,270            ,1.7764    ,0.2723    
113            ,285989         ,190961         ,111721         ,28626          ,297            ,1.7093    ,0.2763    
114            ,269658         ,196944         ,119614         ,31058          ,320            ,1.6465    ,0.2808    
115            ,253333         ,202426         ,127749         ,33742          ,344            ,1.5846    ,0.2854    
116            ,237164         ,207181         ,136198         ,36680          ,371            ,1.5212    ,0.2906    
117            ,221481         ,210821         ,144965         ,39920          ,407            ,1.4543    ,0.2957    
118            ,205943         ,213759         ,154122         ,43327          ,443            ,1.3869    ,0.3015    
119            ,190894         ,215608         ,163567         ,47048          ,477            ,1.3182    ,0.3075    
120            ,176013         ,216846         ,173137         ,51072          ,526            ,1.2525    ,0.3138    
121            ,161899         ,216756         ,182964         ,55405          ,570            ,1.1847    ,0.3203    
122            ,148453         ,215256         ,193277         ,60001          ,607            ,1.1137    ,0.3269    
123            ,135372         ,213164         ,203241         ,65150          ,667            ,1.0488    ,0.3345    
124            ,123019         ,210203         ,213099         ,70548          ,725            ,0.9864    ,0.3426    
125            ,111534         ,206134         ,222933         ,76218          ,775            ,0.9246    ,0.3509    
126            ,100547         ,201265         ,232532         ,82418          ,832            ,0.8655    ,0.3596    
127            ,90310          ,195679         ,241668         ,89033          ,904            ,0.8097    ,0.3675    
128            ,81028          ,188630         ,250995         ,95969          ,972            ,0.7515    ,0.3756    
129            ,72627          ,180706         ,259609         ,103606         ,1046           ,0.6961    ,0.3843    
130            ,64942          ,172222         ,267711         ,111592         ,1127           ,0.6433    ,0.3937    
131            ,57671          ,163810         ,274708         ,120198         ,1207           ,0.5963    ,0.4040    
132            ,51238          ,154705         ,280889         ,129460         ,1302           ,0.5508    ,0.4148    
133            ,45367          ,145527         ,286056         ,139247         ,1397           ,0.5087    ,0.4265    
134            ,40212          ,135801         ,290589         ,149484         ,1508           ,0.4673    ,0.4378    
135            ,35521          ,126378         ,293860         ,160227         ,1608           ,0.4301    ,0.4467    
136            ,31389          ,117064         ,295892         ,171532         ,1717           ,0.3956    ,0.4566    
137            ,27662          ,107710         ,296930         ,183435         ,1857           ,0.3627    ,0.4671    
138            ,24401          ,98618          ,296683         ,195948         ,1944           ,0.3324    ,0.4784    
139            ,21600          ,89934          ,294968         ,209003         ,2089           ,0.3049    ,0.4906    
140            ,18990          ,81557          ,292312         ,222528         ,2207           ,0.2790    ,0.5035    
141            ,16820          ,73490          ,288345         ,236594         ,2345           ,0.2549    ,0.5174    
142            ,14861          ,66167          ,282681         ,251392         ,2493           ,0.2341    ,0.5329    
143            ,13176          ,59451          ,275909         ,266444         ,2614           ,0.2155    ,0.5494    
144            ,11725          ,53217          ,268280         ,281608         ,2764           ,0.1984    ,0.5633    
145            ,10477          ,47194          ,259997         ,297001         ,2925           ,0.1815    ,0.5743    
146            ,9422           ,41816          ,250574         ,312707         ,3075           ,0.1669    ,0.5864    
147            ,8523           ,36844          ,240622         ,328384         ,3221           ,0.1531    ,0.5994    
148            ,7661           ,32551          ,229446         ,344549         ,3387           ,0.1419    ,0.6140    
149            ,6893           ,28628          ,217812         ,360715         ,3546           ,0.1314    ,0.6304    
150            ,6252           ,25137          ,205775         ,376697         ,3733           ,0.1222    ,0.6492    
151            ,5716           ,21946          ,193819         ,392233         ,3880           ,0.1132    ,0.6695    
152            ,5251           ,19150          ,181542         ,407627         ,4024           ,0.1055    ,0.6923    
153            ,4860           ,16740          ,169294         ,422526         ,4174           ,0.0989    ,0.7178    
154            ,4516           ,14474          ,157023         ,437261         ,4320           ,0.0922    ,0.7469    
155            ,4221           ,12599          ,145079         ,451242         ,4453           ,0.0868    ,0.7797    
156            ,3921           ,10940          ,133592         ,464542         ,4599           ,0.0819    ,0.8000    
157            ,3673           ,9503           ,122196         ,477491         ,4731           ,0.0778    ,0.8000    
158            ,3487           ,8238           ,111294         ,489707         ,4868           ,0.0740    ,0.8000    
159            ,3300           ,7177           ,101057         ,501081         ,4979           ,0.0710    ,0.8000    
160            ,3137           ,6285           ,91125          ,511956         ,5091           ,0.0690    ,0.8000    
161            ,3014           ,5509           ,81787          ,522109         ,5175           ,0.0674    ,0.8000    
162            ,2877           ,4784           ,73367          ,531309         ,5257           ,0.0652    ,0.8000    
163            ,2781           ,4112           ,65734          ,539628         ,5339           ,0.0626    ,0.8000    
164            ,2693           ,3559           ,58690          ,547232         ,5420           ,0.0606    ,0.8000    
165            ,2607           ,3109           ,51955          ,554441         ,5482           ,0.0598    ,0.8000    
166            ,2529           ,2722           ,45987          ,560804         ,5552           ,0.0592    ,0.8000    
167            ,2477           ,2383           ,40507          ,566610         ,5617           ,0.0588    ,0.8000    
168            ,2429           ,2087           ,35696          ,571711         ,5671           ,0.0585    ,0.8000    
169            ,2382           ,1839           ,31300          ,576361         ,5712           ,0.0588    ,0.8000    
170            ,2345           ,1576           ,27468          ,580456         ,5749           ,0.0574    ,0.8000    
171            ,2322           ,1351           ,23989          ,584142         ,5790           ,0.0563    ,0.8000    
172            ,2302           ,1185           ,20914          ,587381         ,5812           ,0.0567    ,0.8000    
173            ,2279           ,1021           ,18300          ,590155         ,5839           ,0.0558    ,0.8000    
174            ,2261           ,876            ,15853          ,592731         ,5873           ,0.0553    ,0.8000    
175            ,2241           ,773            ,13806          ,594879         ,5895           ,0.0560    ,0.8000    
176            ,2230           ,647            ,11984          ,596820         ,5913           ,0.0540    ,0.7999    
177            ,2219           ,562            ,10395          ,598488         ,5930           ,0.0541    ,0.7999    
178            ,2215           ,478            ,9032           ,599930         ,5939           ,0.0529    ,0.8000    
179            ,2204           ,403            ,7870           ,601165         ,5952           ,0.0512    ,0.8000    
180            ,2195           ,334            ,6893           ,602206         ,5966           ,0.0485    ,0.7999    
181            ,2187           ,290            ,6046           ,603096         ,5975           ,0.0480    ,0.7999    
182            ,2183           ,246            ,5232           ,603950         ,5983           ,0.0470    ,0.7999    
183            ,2180           ,202            ,4511           ,604710         ,5991           ,0.0448    ,0.7999    
184            ,2174           ,171            ,3907           ,605345         ,5997           ,0.0438    ,0.7999    
185            ,2171           ,151            ,3394           ,605876         ,6002           ,0.0445    ,0.8000    
186            ,2164           ,138            ,2949           ,606338         ,6005           ,0.0468    ,0.7998    
187            ,2160           ,119            ,2581           ,606725         ,6009           ,0.0461    ,0.8000    
188            ,2158           ,103            ,2255           ,607066         ,6012           ,0.0457    ,0.7998    
189            ,2157           ,84             ,1980           ,607358         ,6015           ,0.0424    ,0.7999    
190            ,2155           ,75             ,1691           ,607654         ,6019           ,0.0444    ,0.7995    
191            ,2154           ,65             ,1454           ,607900         ,6021           ,0.0447    ,0.7999    
192            ,2153           ,62             ,1272           ,608085         ,6022           ,0.0487    ,0.7999    
193            ,2152           ,52             ,1096           ,608272         ,6022           ,0.0474    ,0.7997    
194            ,2152           ,43             ,942            ,608434         ,6023           ,0.0456    ,0.8000    
195            ,2152           ,35             ,827            ,608555         ,6025           ,0.0423    ,0.7993    
196            ,2150           ,33             ,694            ,608687         ,6030           ,0.0476    ,0.7992    
197            ,2150           ,30             ,601            ,608783         ,6030           ,0.0499    ,0.7987    
198            ,2150           ,24             ,519            ,608871         ,6030           ,0.0462    ,0.7993    
199            ,2150           ,21             ,436            ,608956         ,6031           ,0.0482    ,0.7987    
200            ,2150           ,14             ,365            ,609032         ,6033           ,0.0384    ,0.7995    
201            ,2149           ,11             ,317            ,609082         ,6035           ,0.0347    ,0.7988    
202            ,2148           ,10             ,271            ,609128         ,6037           ,0.0369    ,0.7972    
203            ,2148           ,9              ,225            ,609174         ,6038           ,0.0400    ,0.7991    
204            ,2148           ,7              ,190            ,609210         ,6039           ,0.0368    ,0.7970    
205            ,2147           ,7              ,168            ,609233         ,6039           ,0.0417    ,0.8000    
206            ,2147           ,6              ,149            ,609253         ,6039           ,0.0403    ,0.8000    
207            ,2147           ,5              ,127            ,609275         ,6040           ,0.0394    ,0.7955    
208            ,2147           ,5              ,109            ,609293         ,6040           ,0.0459    ,0.7982    
209            ,2147           ,5              ,89             ,609313         ,6040           ,0.0562    ,0.7979    
210            ,2147           ,3              ,80             ,609323         ,6041           ,0.0375    ,0.7952    
211            ,2147           ,3              ,69             ,609334         ,6041           ,0.0435    ,0.7917    
212            ,2146           ,4              ,65             ,609338         ,6041           ,0.0615    ,0.7971    
213            ,2145           ,5              ,54             ,609349         ,6041           ,0.0926    ,0.7966    
214            ,2145           ,5              ,45             ,609358         ,6041           ,0.1111    ,0.8000    
215            ,2145           ,4              ,38             ,609366         ,6041           ,0.1053    ,0.7857    
216            ,2145           ,3              ,35             ,609370         ,6041           ,0.0857    ,0.7895    
217            ,2145           ,3              ,32             ,609373         ,6041           ,0.0938    ,0.8000    
218            ,2145           ,3              ,26             ,609379         ,6041           ,0.1154    ,0.7931    
219            ,2145           ,2              ,24             ,609382         ,6041           ,0.0833    ,0.7692    
220            ,2145           ,2              ,17             ,609389         ,6041           ,0.1176    ,0.7895    
221            ,2145           ,2              ,13             ,609393         ,6041           ,0.1538    ,0.8000    
222            ,2145           ,2              ,11             ,609395         ,6041           ,0.1818    ,0.7692    
223            ,2145           ,2              ,10             ,609396         ,6041           ,0.2000    ,0.7500    
224            ,2145           ,2              ,8              ,609398         ,6041           ,0.2500    ,0.8000    
225            ,2145           ,2              ,7              ,609399         ,6041           ,0.2857    ,0.7778    
226            ,2145           ,1              ,7              ,609400         ,6041           ,0.1429    ,0.7500    
227            ,2145           ,0              ,7              ,609401         ,6041           ,0.0000    ,0.7143    
228            ,2145           ,0              ,7              ,609401         ,6041           ,0.0000    ,0.7143    
229            ,2145           ,0              ,7              ,609401         ,6041           ,0.0000    ,0.7143    
230            ,2145           ,0              ,5              ,609403         ,6041           ,0.0000    ,0.8000    
231            ,2145           ,0              ,5              ,609403         ,6041           ,0.0000    ,0.8000    
232            ,2145           ,0              ,5              ,609403         ,6041           ,0.0000    ,0.8000    
233            ,2145           ,0              ,5              ,609403         ,6041           ,0.0000    ,0.8000    
234            ,2145           ,0              ,5              ,609403         ,6041           ,0.0000    ,0.8000    
235            ,2145           ,0              ,4              ,609404         ,6041           ,0.0000    ,0.7500    
236            ,2145           ,0              ,3              ,609405         ,6041           ,0.0000    ,0.6667    
237            ,2145           ,0              ,3              ,609405         ,6041           ,0.0000    ,0.6667    
238            ,2145           ,0              ,3              ,609405         ,6041           ,0.0000    ,0.6667    
239            ,2145           ,0              ,2              ,609406         ,6041           ,0.0000    ,0.5000    
240            ,2145           ,0              ,2              ,609406         ,6041           ,0.0000    ,0.5000    
241            ,2145           ,0              ,2              ,609406         ,6041           ,0.0000    ,0.5000    
242            ,2145           ,0              ,2              ,609406         ,6041           ,0.0000    ,0.5000    
243            ,2145           ,0              ,2              ,609406         ,6041           ,0.0000    ,0.5000    
244            ,2145           ,0              ,2              ,609406         ,6041           ,0.0000    ,0.5000    
245            ,2145           ,0              ,2              ,609406         ,6041           ,0.0000    ,0.5000    
246            ,2145           ,0              ,1              ,609407         ,6041           ,0.0000    ,0.0000    
247            ,2145           ,0              ,0              ,609408         ,6041           ,0.0000    ,0.0000    
